# Constructed from biom file
#OTU ID	G1-110	G1-157	G1-158	G1-159	G1-19	G2-41	G3-42	G3-43	G3-44	G3-45	G3-46
0c5ae3226c52cb5460c2c42c76961137	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
85a28d57601e9d2923bd507b253cdbcd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
8d3dac6410e720c71877c1452aed0364	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
26b430fc41bd2f4012d506288c6c67d2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
2dc1dae7438f41afb789fe8a3a433eac	0.0	0.0	0.0	0.0	0.0	10.0	3.0	0.0	0.0	0.0	0.0
966d2e06b7ef32c9525ac0d79cc9a612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
7b0f05ead6d2e7c841505a2892f761f7	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	6.0	0.0
fab60d5bf7d90a067aff303734e6256f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
b47788e49066a3575d492b8ed3edcf37	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2381ea10d7e07f0c342a68a1eb070c8b	4.0	1.0	0.0	8.0	10.0	5.0	2.0	8.0	5.0	27.0	2.0
162bdb2c7b5934c8bfddada185f8a786	346.0	160.0	239.0	276.0	708.0	184.0	71.0	219.0	113.0	161.0	84.0
db85a46b040d7b58080ba0d57201f46b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
b96ea9e9b09900ccecf691bbceea9b83	547.0	1081.0	389.0	572.0	439.0	637.0	735.0	561.0	696.0	312.0	463.0
e5a286379ba2f0a25b34fbf89ef5d6a9	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
c35bc9806adc8b858466c744cc35b1e5	489.0	233.0	823.0	594.0	273.0	380.0	301.0	478.0	399.0	584.0	419.0
0bd6345dc9fa65945c4a12a780c1e06b	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fdd2ced0bee49264ba0878061097e4c3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
7f00fdb10cb5bb5d8919744dd3f55434	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fba7e174029cc0871b690eba51f665b9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
182f13e4311d0cdd882ee29ae6cebe88	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9878081d0607d8d3214fd35b0e6fc90e	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
fac07b2893c7b432c5c424ca5ea83548	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	8.0	1.0
b796144fa1c3fcc0980023e201536c12	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
9d9790f6f562d2ca661b2ae8b903a068	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b529e4a008400898c33977258e1a6eec	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5877dadce57b3bd826fe6bfa04a97b56	179.0	89.0	112.0	110.0	127.0	334.0	446.0	293.0	346.0	438.0	596.0
bec7b07e53ef80ed1e2a5661de09f15f	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
f365eed4b4c884bf45ea125ca3786f2a	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	2.0	0.0
5007922a2feb8a9ad7eac99e053a2b98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
688c20321ba878c7bbe0bcd6746ee32c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
74543c864b9ce6cb7bce59303a0ce289	0.0	0.0	0.0	0.0	0.0	8.0	2.0	0.0	0.0	0.0	0.0
ced377d1452e26d4cf841747ff78bf2c	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	10.0	0.0
