# Constructed from biom file
#OTU ID	G1-11	G1-12	G1-130	G1-193	G2-194	G3-425	G3-426	G3-427	G3-428	G3-429	G3-430
c968e760232bc409d8b2f69661888e32	24.0	0.0	46.0	125.0	85.0	72.0	125.0	59.0	78.0	13.0	81.0
47e7c04568df4bba7a991aa8187ba10d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
fea6f0f65bf2e94ebff13b253d142072	30.0	0.0	45.0	135.0	93.0	67.0	101.0	58.0	93.0	18.0	67.0
2dc1dae7438f41afb789fe8a3a433eac	2.0	1.0	47.0	0.0	0.0	4.0	3.0	0.0	0.0	8.0	6.0
a40f171b102b4ef8da1ca7f838e60506	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
60b69d4cbead91e9bdf7af839cf9e8af	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
b47788e49066a3575d492b8ed3edcf37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
2381ea10d7e07f0c342a68a1eb070c8b	7.0	5.0	0.0	5.0	9.0	14.0	1.0	9.0	0.0	15.0	1.0
162bdb2c7b5934c8bfddada185f8a786	75.0	13.0	16.0	40.0	35.0	63.0	39.0	80.0	108.0	56.0	66.0
49b1fda473552e490b9a4e351a5e36ff	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
b96ea9e9b09900ccecf691bbceea9b83	538.0	1304.0	145.0	889.0	605.0	364.0	401.0	339.0	360.0	217.0	326.0
c69a4fe31ec02785bb5837c4fce401bd	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c35bc9806adc8b858466c744cc35b1e5	8.0	2.0	9.0	32.0	22.0	37.0	32.0	48.0	82.0	49.0	51.0
0bd6345dc9fa65945c4a12a780c1e06b	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
7f00fdb10cb5bb5d8919744dd3f55434	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
fba7e174029cc0871b690eba51f665b9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0
ff5e692708ec7162353248a525d3dd3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
fac07b2893c7b432c5c424ca5ea83548	185.0	6.0	1249.0	10.0	13.0	97.0	98.0	7.0	11.0	4.0	2.0
d9804cbb9c1b7c95059a296f45c8dff6	76.0	8.0	0.0	0.0	0.0	0.0	3.0	6.0	3.0	0.0	0.0
5877dadce57b3bd826fe6bfa04a97b56	618.0	226.0	8.0	328.0	692.0	844.0	762.0	954.0	829.0	1181.0	965.0
74543c864b9ce6cb7bce59303a0ce289	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
124efd69b32080d8b409cf24dc32bfdd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
