# Constructed from biom file
#OTU ID	G1-115	G1-116	G1-13	G1-131	G1-132	G1-135	G1-136	G1-138	G1-14	G1-15	G1-161	G1-162	G1-177	G1-178	G2-410	G2-411	G2-412	G2-413	G2-414	G2-415	G2-416	G3-417	G3-418	G3-419	G3-420	G3-421	G3-422	G3-423	G3-424	G3-47	G3-48	G3-49
a911e1a597739180245c9bd6aab9d992	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c968e760232bc409d8b2f69661888e32	0.0	0.0	3.0	69.0	47.0	0.0	24.0	30.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	38.0	7.0	2.0	0.0	8.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
85a28d57601e9d2923bd507b253cdbcd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0
b8b2e0a5f33349243a0b066e1585ed06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9af23aa4c8fa7a910841ad8924350346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
800f3b198e89fb9d2bab6e2e72394d1a	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21b2ee09c45126aee4334e36d3997017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0
978edf988204628c396de0c7eef110b1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
fea6f0f65bf2e94ebff13b253d142072	0.0	0.0	1.0	42.0	37.0	3.0	27.0	29.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	46.0	8.0	4.0	0.0	7.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2dc1dae7438f41afb789fe8a3a433eac	3.0	1.0	123.0	57.0	62.0	899.0	128.0	106.0	143.0	449.0	2.0	0.0	19.0	15.0	0.0	0.0	2.0	0.0	5.0	834.0	1071.0	323.0	322.0	3.0	2.0	11.0	2.0	17.0	114.0	12.0	1.0	31.0
7b0f05ead6d2e7c841505a2892f761f7	962.0	585.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.0	183.0	0.0	0.0	656.0	614.0	648.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	753.0	792.0	468.0
fab60d5bf7d90a067aff303734e6256f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0
b867a5c71ffeb84df71eba4c2f773762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
d75046f383b3d6f6d7f987ceaadb0253	5.0	9.0	2.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	191.0	78.0	91.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	99.0	52.0	18.0
deccce0dcc504a2b95a7e5eec1951770	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
bd536d93fb8b44bb513090bb0936583a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ad4b2c31e2b8ca69d4e69c810f3dbba0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
3702401508f5004a02ee4a71594418ad	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
2b12e34f235b19e98f7674d3f811a6d1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
b47788e49066a3575d492b8ed3edcf37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0
eaafe7295fd2d71cc4f241a9b59910f3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0
9ca4e6bf22ba23dcb3faa9aa17367682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
2381ea10d7e07f0c342a68a1eb070c8b	13.0	11.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	1.0	7.0	6.0	10.0	5.0	0.0	4.0	2.0	0.0	2.0	5.0	1.0	8.0	1.0	13.0	6.0	68.0	2.0	20.0	0.0	4.0	0.0	20.0
162bdb2c7b5934c8bfddada185f8a786	121.0	149.0	12.0	593.0	11.0	263.0	58.0	738.0	541.0	99.0	183.0	155.0	33.0	33.0	409.0	299.0	336.0	985.0	188.0	42.0	4.0	57.0	89.0	832.0	103.0	301.0	112.0	238.0	657.0	137.0	264.0	53.0
95683248407af4f951e38e38606b8817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
49b1fda473552e490b9a4e351a5e36ff	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
d458a2240945c8b90b1360950dfdc346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
c327a997d645abf138511467deb50817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
86fcb7643de63b79a39cb8f36a15a286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b96ea9e9b09900ccecf691bbceea9b83	448.0	803.0	128.0	344.0	114.0	205.0	785.0	123.0	345.0	305.0	1170.0	1216.0	302.0	579.0	274.0	513.0	406.0	115.0	263.0	218.0	63.0	239.0	445.0	216.0	422.0	399.0	406.0	247.0	184.0	477.0	380.0	172.0
c35bc9806adc8b858466c744cc35b1e5	8.0	4.0	16.0	6.0	17.0	3.0	14.0	5.0	4.0	88.0	8.0	3.0	260.0	292.0	33.0	50.0	47.0	24.0	91.0	43.0	285.0	0.0	6.0	21.0	26.0	80.0	28.0	32.0	36.0	68.0	74.0	20.0
7a970183e2d703a9f226c7f7ba66d8f1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
7f00fdb10cb5bb5d8919744dd3f55434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	2.0
01fe050ff54517868b061044d5fa954b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
fba7e174029cc0871b690eba51f665b9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
